id,name,description,imageUrl,backgroundImageUrl,externalLink,secretIdentities,birthPlace,occupation,aliases,alignment,firstAppearance,yearAppearance,universe,gender,race,type,height,weight,eyeColor,hairColor,teams,powers,partners,intelligence,strength,speed,durability,power,combat,creators
1010870,"Ajaxis","",https://i.annihil.us/u/prod/marvel/i/mg/b/70/4c0035adc7d3a.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/70/4c0035adc7d3a.jpg,"https://marvel.com/universe/Ajaxis","","","","",,"",2006,Marvel,,,,,,,,"","","",,,,,,,""
1011194,"Akemi","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/characters/114/akemi","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011170,"Alain","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Alain","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009240,"Albert Cleary","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/characters/2692/albert_cleary","","","","",,"",1989,Marvel,,,,,,,,"","","",,,,,,,""
1011120,"Albion","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Albion","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1010836,"Alex Power","Alexander 'Alex' Power (also known as Zero-G) is a fictional character in Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a385a2e82.jpg,https://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a385a2e82.jpg,"https://marvel.com/comics/characters/1010836/alex_power","Alexander Power","","","Destroyer,Gee,Mass Master,Powerhouse,Powerpax,Zero-G",,"",,Marvel,,,,,,,,"Future Foundation,New Warriors,Power Pack","","",,,,,,,"June Brigman,Louise Simonson"
1010755,"Alex Wilder","Despite being the only one of the Runaways without any superhuman abilities or tech, Alex Wilder became the de facto leader of the group due to his natural leadership skills and intellect, as well as prodigy-level logic and strategy.",https://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c00377144d5a.jpg,https://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c00377144d5a.jpg,"https://marvel.com/universe/Wilder%2C_Alex","Alex Wilder","","","Alex Wilder",,"",2003,Marvel,,,,,,,,"Pride,Runaways,The Pride,Young Masters","","",,,,,,,"Adrian Alphona,Brian K. Vaughan"
1011214,"Alexa Mendez","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/characters/2892/alexa_mendez","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009497,"Alexander Pierce","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/comics/characters/1009497/alexander_pierce","","","","",,"",1988,Marvel,,,,,,,,"","","",,,,,,,""
1014990,"Alice","",https://i.annihil.us/u/prod/marvel/i/mg/6/70/4cd061e6d6573.jpg,https://i.annihil.us/u/prod/marvel/i/mg/6/70/4cd061e6d6573.jpg,"https://marvel.com/characters/122/alice","","","","",,"",1993,Marvel,,,,,,,,"","","",,,,,,,""
1009435,"Alicia Masters","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/4c003d40ac7ae.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/4c003d40ac7ae.jpg,"https://marvel.com/universe/Masters%2C_Alicia","","","","",,"",1962,Marvel,,,,,,,,"","","",,,,,,,""
1010370,"Alpha Flight","",https://i.annihil.us/u/prod/marvel/i/mg/1/60/52695277ee088.jpg,https://i.annihil.us/u/prod/marvel/i/mg/1/60/52695277ee088.jpg,"https://marvel.com/universe/Alpha_Flight","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011324,"Alpha Flight (Ultimate)","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Alpha%20Flight%20(Ultimate)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011164,"Alvin Maker","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/characters/2880/alvin_maker","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011227,"Amadeus Cho","Amadeus Cho, also known as Mastermind Excello, is a fictional superhero appearing in comic books published by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/3/80/520288b9cb581.jpg,https://i.annihil.us/u/prod/marvel/i/mg/3/80/520288b9cb581.jpg,"https://marvel.com/universe/Amadeus_Cho","Amadeus Cho","","","Hulk,Iron Spider,Master Mind Excello,Mastermind Excello,Prince of Power",,"",2006,Marvel,,,,,,,,"Illuminati,Mighty Avengers,New Warriors,Olympus Group,Renegades,The Mighty Avengers,World War Hulk,Young Avengers","","Hercules",,,,,,,"Greg Pak,Takeshi Miyazawa"
1009567,"Amanda Sefton","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/characters/2755/amanda_sefton","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011382,"Amazoness","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/characters/130/amazoness","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011361,"American Eagle (Jason Strongbow)","",https://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5a6d8b8f2a.jpg,https://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5a6d8b8f2a.jpg,"https://marvel.com/universe/American_Eagle_(Jason_Strongbow)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009151,"Amiko","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Amiko","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1010672,"Amora","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/comics/characters/1010672/amora","","","","",,"",1964,Marvel,,,,,,,,"","","",,,,,,,""
1010673,"Amphibian (Earth-712)","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Amphibian_(Earth-712)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1010905,"Amun","Amun is a ruthless teenage assassin, employed by the Sisterhood of the Wasp to serve under the mage Vincent after Araña interrupted the ritual to initiate the Wasp's new chosen one.",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Amun","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009152,"Ancient One","",https://i.annihil.us/u/prod/marvel/i/mg/b/b0/4ce59ea2103ac.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/b0/4ce59ea2103ac.jpg,"https://marvel.com/universe/Ancient_One","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1016824,"Ancient One (Ultimate)","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/comics/characters/1016824/ancient_one_ultimate","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011396,"Angel (Thomas Halloway)","The Angel (Thomas Halloway, often shortened to Tom Halloway) is a fictional character, a superhero in Marvel Comics Universe.",https://i.annihil.us/u/prod/marvel/i/mg/d/03/531769834b15f.jpg,https://i.annihil.us/u/prod/marvel/i/mg/6/50/537b9f24ab731.gif,"https://marvel.com/universe/Angel_(Thomas_Halloway)","Simon Halloway,Thomas Halloway","","","The Angel,Thomas Halloway,Tom Halloway",,"",,Marvel,,,,,,,,"All-Winners Squad,Scourge of the Underworld,Scourges of the Underworld,V-Battalion","","",,,,,,,"Paul Gustavson,Writer unconfirmed"
1011338,"Angel (Ultimate)","",https://i.annihil.us/u/prod/marvel/i/mg/4/50/531769ae4399f.jpg,https://i.annihil.us/u/prod/marvel/i/mg/4/50/531769ae4399f.jpg,"https://marvel.com/universe/Angel_(Ultimate)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009153,"Angel (Warren Worthington III)","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Angel_(Warren_Worthington_III)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1017574,"Angela (Aldrif Odinsdottir)","Angela is a fictional comic book superhero created by author Neil Gaiman and artist Todd McFarlane.",https://i.annihil.us/u/prod/marvel/i/mg/7/00/545a82f59dd73.jpg,https://x.annihil.us/u/prod/marvel/i/mg/3/80/545a831f39a18.gif,"https://marvel.com/characters/3455/angela","Angela Odinsdottir","","","Angela,The Hunter",,"",,Marvel,,,Asgard,,,,,"Guardians of the Galaxy,Guardians of the Galaxy (2008 team)","","",,,,,,,"Neil Gaiman,Todd McFarlane"
1010674,"Anita Blake","",https://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0038fa14452.jpg,https://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0038fa14452.jpg,"https://marvel.com/universe/Blake,_Anita_(Anita_Blake_Universe)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009346,"Anne Marie Hoag","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/characters/2714/anne_marie_hoag","","","","",,"",1989,Marvel,,,,,,,,"","","",,,,,,,""
1009154,"Annihilus","Annihilus is a fictional character appearing in American comic books published by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/5/f0/528d31f20a2f6.jpg,https://i.annihil.us/u/prod/marvel/i/mg/5/f0/528d31f20a2f6.jpg,"https://marvel.com/universe/Annihilus","","Planet of Arthros, Sector 17A, Negative Zone","Conqueror, scavenger","Ahmyor,Annihilus,Lord of the Negative Zone,the Living Death that Walks",bad,"Fantastic Four Annual #6 (1968)",1968,Marvel,Male,-,Arthrosian,180,90,green,No Hair,"Annihilation,Annihilation Wave","Agility,Durability,Flight,Super Strength,Stamina,Super Speed,Reflexes","Blastaar",75,80,47,56,59,64,"Jack Kirby,Stan Lee"
1011301,"Anole","Anole (Victor Borkowski) is a fictional mutant superhero in the Marvel Universe.",https://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e635ddd9.jpg,https://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e635ddd9.jpg,"https://marvel.com/universe/Anole","Vic,Victor Borkowski","","","Anole",,"",,Marvel,,,Mutant,,,,,"Alpha Squadron,Alpha Squadron training squad,Jean Grey School Students,New X-Men,X-Mansion,X-Men,X-Men-In-Training,Xavier Institute,Young X-Men","","",,,,,,,"Carlo Barberi,Christina Weir,Nunzio DeFilippis"
1010802,"Ant-Man (Eric O'Grady)","",https://i.annihil.us/u/prod/marvel/i/mg/9/c0/53176aa9df48d.jpg,//marvel.com/i/images/juggernaut/defaultcharacterdetaillineart.gif,"https://marvel.com/universe/Ant-Man_(Eric_O%27Grady)","Eric O'Grady","","","Derek Sullivan,Eric O'Grady,G.I. Ant-Man,Slaying Mantis",,"",,Marvel,,,,,,,,"Damage Control,Illuminati,Initiative,S.H.I.E.L.D,Secret Avengers,Shadow Initiative,Thunderbolts","","",,,,,,,"Phil Hester,Robert Kirkman"
1010801,"Ant-Man (Scott Lang)","",https://i.annihil.us/u/prod/marvel/i/mg/e/20/52696868356a0.jpg,https://i.annihil.us/u/prod/marvel/i/mg/e/20/52696868356a0.jpg,"https://marvel.com/universe/Ant-Man_(Scott_Lang)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011208,"Anthem","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Anthem","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009156,"Apocalypse","Apocalypse, also known as En Sabah Nur, is a fictional supervillain that appears in American comic books published by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/f/e0/526166076a1d0.jpg,https://i.annihil.us/u/prod/marvel/i/mg/f/e0/526166076a1d0.jpg,"https://marvel.com/universe/Apocalypse_(En_Sabah_Nur)","","Akkaba, Egypt","Student; formerly Conqueror; Scientist","Apocalypse,En Sabah Nur,Genesis,The First One,Various mythological deities",bad,"X-Factor #5 (June, 1986)",1974,Marvel,Male,Mutant,,213,135,red,Black,"Alliance of Evil,Clan Akkaba,Dark Riders,Four Horsemen,Horsemen of Apocalypse,S.H.I.E.L.D","Agility,Accelerated Healing,Energy Absorption,Flight,Power Augmentation,Longevity,Super Strength,Telepathy,Energy Blasts,Size Changing,Stamina,Super Speed,Teleportation,Telekinesis,Shapeshifting,Immortality,Reflexes,Invulnerability,Force Fields,Natural Armor,Molecular Manipulation,Levitation,Biokinesis","Mister Sinister,Ozymandias",100,100,33,100,100,60,"Jackson Guice,Louise Simonson"
1011253,"Apocalypse (Ultimate)","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Apocalypse%20(Ultimate)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1010866,"Aqueduct","",https://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035b3630cd.jpg,https://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035b3630cd.jpg,"https://marvel.com/universe/Aqueduct","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1010773,"Arachne","",https://i.annihil.us/u/prod/marvel/i/mg/b/70/5269526591794.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/70/5269526591794.jpg,"https://marvel.com/universe/Arachne_(Julia_Carpenter)","","Los Angeles, California","Adventurer, fugitive, former government agent","",good,"Marvel Super Heroes Secret Wars #6",2010,Marvel,Female,Human,,175,63,blue,Blond,"","Agility,Accelerated Healing,Durability,Super Strength,Stamina,Super Speed,Reflexes,Psionic Powers,Toxin and Disease Resistance,Enhanced Touch,Wallcrawling,Web Creation","",1,1,1,1,0,1,""
1017438,"Araña","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/comics/characters/1017438/araa","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009158,"Arcade","Arcade is a fictional character, a supervillain in the Marvel Comics Universe.Arcade became one of the more popular villains in the Marvel Comics universe during the 1980s, and did battle with many other superheroes.",https://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0042091ab69.jpg,https://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0042091ab69.jpg,"https://marvel.com/universe/Arcade","","","","A.R. Cadenski,Arcade,Mad Monk,Mad Monk,' Pinball Wizard,Mister A,Pinball Wizard",,"",1978,Marvel,,,,,,,,"Crazy Gang","","Mastermind (Martinique Jason),Miss Locke,Mister Chambers,White Rabbit",,,,,,,"Chris Claremont,John Byrne"
1010686,"Arcana","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/comics/characters/1010686/arcana","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009159,"Archangel","",https://i.annihil.us/u/prod/marvel/i/mg/8/03/526165ed93180.jpg,https://i.annihil.us/u/prod/marvel/i/mg/8/03/526165ed93180.jpg,"https://marvel.com/universe/Angel_(Warren_Worthington_III)","","Centerport, Long Island, New York","Adventurer, Chairman & principal stockholder of Worthington Industries, Multi-Millionaire, Heir, former terrorist","",good,"X-Men #1 (September, 1963)",,Marvel,Male,Mutant,,183,68,blue,Blond,"","Agility,Accelerated Healing,Durability,Flight,Super Strength,Stamina,Gliding,Vision - Telescopic","",63,13,58,64,28,42,""
1009160,"Arclight","Arclight (Philippa Sontag) is a mutant supervillainess in the Marvel Comics universe.",https://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0042067fd8b.jpg,https://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0042067fd8b.jpg,"https://marvel.com/universe/Arclight","Philippa Sontag","Vietnam","Terrorist","Arclight",bad,"(In shadow) Uncanny X-Men #210 (1986), (fully) X-Factor #10 (1986)",,Marvel,Female,-,Mutant,173,57,violet,Purple,"Femizons,Marauders,The 198","Durability,Super Strength,Stamina,Seismic Power","",38,63,23,42,52,70,"Chris Claremont"
1010784,"Ares","Ares is a fictional character, a deity in the Marvel Comics Universe based on the Greek god of the same name.",https://i.annihil.us/u/prod/marvel/i/mg/c/10/535ff3daea603.jpg,https://i.annihil.us/u/prod/marvel/i/mg/c/10/535ff3daea603.jpg,"https://marvel.com/universe/Ares","Ares","-","-","Ares,God of War,John Aaron,Mars,Mister Talon,The Warhawk",good,"Thor #129",1949,Marvel,Male,-,,185,270,brown,Brown,"Dark Avengers,Gods of Olympus,Mighty Avengers,Olympians,The Mighty Avengers,Warhawks","Agility,Accelerated Healing,Durability,Super Strength,Stamina,Super Speed,Immortality,Reflexes","",75,82,35,80,62,101,"Jack Kirby,Stan Lee"
1011275,"Argent","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Argent","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
